YearMonth,YearAndFraction,SSN_OBS_SWO,SSN_OBS_RI,Ratio_RI_SW,SM_SWO,SM_RI,RF_OBS_10.7cm,RF_SM_10.7cm,GEO_OBS_Ap,GEO_SM_Ap,GSY_AvMnthT_C
184408,1844.627,,23.9,,,17.5,,,,,15.6
184409,1844.709,,7.0,,,20.0,,,,,15.7
184410,1844.794,,21.5,,,22.7,,,,,12.3
184411,1844.876,,10.7,,,25.7,,,,,9.6
184412,1844.961,,21.6,,,28.4,,,,,4.9
184501,1845.046,,25.7,,,29.9,,,,,6.2
184502,1845.125,,43.6,,,30.7,,,,,4.4
184503,1845.207,,43.3,,,32.0,,,,,4.0
184504,1845.290,,57.0,,,33.7,,,,,8.3
184505,1845.374,,47.8,,,35.7,,,,,10.9
184506,1845.457,,31.1,,,38.5,,,,,15.1
184507,1845.541,,30.6,,,40.6,,,,,15.6
184508,1845.626,,32.3,,,41.5,,,,,15.2
184509,1845.708,,29.6,,,42.6,,,,,14.2
184510,1845.793,,40.7,,,44.0,,,,,12.4
184511,1845.875,,39.4,,,45.0,,,,,10.4
184512,1845.960,,59.7,,,46.9,,,,,8.3
184601,1846.045,,38.7,,,49.0,,,,,8.1
184602,1846.125,,51.0,,,50.6,,,,,8.3
184603,1846.207,,63.9,,,54.8,,,,,8.1
184604,1846.289,,69.3,,,58.6,,,,,9.4
184605,1846.374,,59.9,,,60.1,,,,,12.7
184606,1846.456,,65.1,,,61.3,,,,,17.3
184607,1846.541,,46.5,,,62.5,,,,,17.3
184608,1846.626,,54.8,,,63.2,,,,,17.3
184609,1846.708,,107.1,,,63.9,,,,,16.8
184610,1846.793,,55.9,,,63.8,,,,,12.7
184611,1846.875,,60.4,,,63.4,,,,,9.8
184612,1846.960,,65.5,,,64.9,,,,,5.4
184701,1847.044,,62.6,,,66.0,,,,,5.6
184702,1847.124,,44.9,,,69.8,,,,,5.1
184703,1847.206,,85.7,,,75.6,,,,,6.3
184704,1847.288,,44.7,,,83.0,,,,,8.1
184705,1847.373,,75.4,,,91.5,,,,,12.6
184706,1847.455,,85.3,,,96.6,,,,,13.9
184707,1847.540,,52.2,,,102.5,,,,,17.5
184708,1847.625,,140.6,,,109.3,,,,,16.5
184709,1847.707,,160.9,,,113.0,,,,,14.6
184710,1847.792,,180.4,,,116.6,,,,,13.4
184711,1847.874,,138.9,,,120.3,,,,,10.8
184712,1847.959,,109.6,,,123.2,,,,,8.4
184801,1848.044,,159.1,,,128.7,,,,,4.8
184802,1848.126,,111.8,,,131.9,,,,,7.7
184803,1848.208,,108.6,,,129.1,,,,,7.8
184804,1848.290,,107.1,,,124.6,,,,,9.6
184805,1848.375,,102.2,,,121.6,,,,,14.3
184806,1848.457,,129.0,,,122.6,,,,,13.7
184807,1848.542,,139.2,,,124.6,,,,,16.1
184808,1848.627,,132.6,,,125.4,,,,,15.3
184809,1848.709,,100.3,,,125.7,,,,,15.2
184810,1848.794,,132.4,,,125.0,,,,,12.4
184811,1848.876,,114.6,,,123.9,,,,,8.8
184812,1848.961,,159.5,,,121.0,,,,,9.0
184901,1849.046,,157.0,,,116.4,,,,,7.6
184902,1849.125,,131.7,,,111.2,,,,,8.3
184903,1849.207,,96.2,,,108.2,,,,,7.5
184904,1849.290,,102.5,,,105.4,,,,,7.8
184905,1849.374,,80.6,,,102.2,,,,,11.9
184906,1849.457,,81.1,,,98.9,,,,,14.9
184907,1849.541,,78.0,,,93.0,,,,,16.4
184908,1849.626,,67.7,,,88.0,,,,,17.1
184909,1849.708,,93.7,,,85.7,,,,,14.9
184910,1849.793,,71.5,,,82.7,,,,,12.4
184911,1849.875,,99.0,,,79.4,,,,,9.8
184912,1849.960,,97.0,,,78.2,,,,,6.9
185001,1850.045,,78.0,,,76.1,,,,,4.2
185002,1850.125,,89.4,,,74.2,,,,,7.8
185003,1850.207,,82.6,,,73.7,,,,,6.3
185004,1850.289,,44.1,,,73.3,,,,,8.8
185005,1850.374,,61.6,,,71.5,,,,,10.7
185006,1850.456,,70.0,,,68.1,,,,,14.8
185007,1850.541,,39.1,,,66.5,,,,,16.2
185008,1850.626,,61.6,,,67.1,,,,,15.9
185009,1850.708,,86.2,,,67.0,,,,,14.7
185010,1850.793,,71.0,,,66.8,,,,,10.3
185011,1850.875,,54.8,,,67.3,,,,,9.9
185012,1850.960,,61.0,,,67.1,,,,,7.9
185101,1851.044,,75.5,,,66.7,,,,,8.2
185102,1851.124,,105.4,,,66.4,,,,,6.4
185103,1851.206,,64.6,,,65.4,,,,,7.5
185104,1851.288,,56.5,,,64.3,,,,,8.5
185105,1851.373,,62.6,,,63.8,,,,,10.8
185106,1851.455,,63.2,,,64.1,,,,,14.8
185107,1851.540,,36.1,,,64.2,,,,,15.8
185108,1851.625,,57.4,,,62.3,,,,,17.1
185109,1851.707,,67.9,,,60.5,,,,,14.9
185110,1851.792,,62.5,,,60.8,,,,,12.4
185111,1851.874,,51.0,,,60.8,,,,,6.9
185112,1851.959,,71.4,,,59.8,,,,,7.2
185201,1852.044,,68.4,,,59.4,,,,,7.4
185202,1852.126,,66.4,,,58.9,,,,,6.4
185203,1852.208,,61.2,,,56.9,,,,,6.2
185204,1852.290,,65.4,,,55.8,,,,,7.9
185205,1852.375,,54.9,,,56.2,,,,,10.9
185206,1852.457,,46.9,,,55.2,,,,,13.0
185207,1852.542,,42.1,,,53.0,,,,,17.7
185208,1852.627,,39.7,,,50.9,,,,,16.1
185209,1852.709,,37.5,,,48.9,,,,,14.2
185210,1852.794,,67.3,,,47.2,,,,,10.7
185211,1852.876,,54.3,,,45.6,,,,,11.1
185212,1852.961,,45.4,,,44.5,,,,,10.0
185301,1853.046,,41.1,,,44.4,,,,,7.8
185302,1853.125,,42.9,,,45.0,,,,,2.8
185303,1853.207,,37.7,,,45.2,,,,,3.8
185304,1853.290,,47.6,,,44.0,,,,,8.1
185305,1853.374,,34.7,,,41.9,,,,,10.3
185306,1853.457,,40.0,,,39.9,,,,,12.5
185307,1853.541,,45.9,,,38.0,,,,,14.4
185308,1853.626,,50.4,,,35.9,,,,,14.8
185309,1853.708,,33.5,,,34.3,,,,,13.3
185310,1853.793,,42.3,,,32.7,,,,,11.9
185311,1853.875,,28.8,,,31.4,,,,,8.9
185312,1853.960,,23.4,,,30.1,,,,,5.1
185401,1854.045,,15.4,,,28.2,,,,,6.1
185402,1854.125,,20.0,,,25.6,,,,,5.9
185403,1854.207,,20.7,,,23.7,,,,,7.0
185404,1854.289,,26.5,,,22.0,,,,,8.9
185405,1854.374,,24.0,,,20.8,,,,,10.4
185406,1854.456,,21.1,,,20.7,,,,,11.5
185407,1854.541,,18.7,,,20.5,,,,,14.8
185408,1854.626,,15.8,,,20.0,,,,,15.8
185409,1854.708,,22.4,,,19.5,,,,,14.7
185410,1854.793,,12.6,,,18.4,,,,,11.9
185411,1854.875,,28.2,,,16.9,,,,,8.1
185412,1854.960,,21.6,,,15.6,,,,,8.0
185501,1855.044,,12.3,,,14.2,,,,,4.5
185502,1855.124,,11.4,,,12.9,,,,,2.5
185503,1855.206,,17.4,,,11.4,,,,,5.2
185504,1855.288,,4.4,,,10.4,,,,,6.9
185505,1855.373,,9.1,,,9.2,,,,,9.3
185506,1855.455,,5.3,,,7.5,,,,,12.1
185507,1855.540,,0.4,,,6.2,,,,,15.1
185508,1855.625,,3.1,,,5.4,,,,,15.8
185509,1855.707,,0.0,,,4.5,,,,,14.2
185510,1855.792,,9.6,,,3.8,,,,,12.1
185511,1855.874,,4.2,,,3.5,,,,,7.8
185512,1855.959,,3.1,,,3.2,,,,,6.1
185601,1856.044,,0.5,,,3.3,,,,,6.7
185602,1856.126,,4.9,,,3.6,,,,,6.7
185603,1856.208,,0.4,,,3.9,,,,,5.7
185604,1856.290,,6.5,,,3.9,,,,,8.2
185605,1856.375,,0.0,,,3.8,,,,,9.6
185606,1856.457,,5.2,,,4.1,,,,,12.9
185607,1856.542,,4.6,,,4.9,,,,,14.9
185608,1856.627,,5.9,,,5.5,,,,,16.4
185609,1856.709,,4.4,,,5.8,,,,,13.5
185610,1856.794,,4.5,,,6.2,,,,,12.7
185611,1856.876,,7.7,,,7.6,,,,,8.6
185612,1856.961,,7.2,,,9.2,,,,,8.1
185701,1857.046,,13.7,,,10.4,,,,,5.9
185702,1857.125,,7.4,,,11.6,,,,,5.4
185703,1857.207,,5.2,,,13.7,,,,,6.2
185704,1857.290,,11.1,,,16.7,,,,,7.7
185705,1857.374,,28.6,,,19.2,,,,,10.9
185706,1857.457,,16.0,,,21.5,,,,,14.4
185707,1857.541,,22.2,,,23.8,,,,,16.5
185708,1857.626,,16.9,,,26.0,,,,,17.1
185709,1857.708,,42.4,,,29.3,,,,,15.8
185710,1857.793,,40.6,,,32.6,,,,,13.2
185711,1857.875,,31.4,,,34.3,,,,,10.5
185712,1857.960,,37.2,,,36.0,,,,,9.2
185801,1858.045,,39.0,,,38.6,,,,,5.9
185802,1858.125,,34.9,,,41.7,,,,,5.0
185803,1858.207,,57.5,,,44.8,,,,,6.1
185804,1858.289,,38.3,,,48.5,,,,,9.1
185805,1858.374,,41.4,,,51.5,,,,,10.0
185806,1858.456,,44.5,,,53.6,,,,,14.7
185807,1858.541,,56.7,,,56.7,,,,,14.3
185808,1858.626,,55.3,,,60.7,,,,,15.6
185809,1858.708,,80.1,,,64.3,,,,,15.6
185810,1858.793,,91.2,,,67.6,,,,,12.6
185811,1858.875,,51.9,,,71.7,,,,,7.6
185812,1858.960,,66.9,,,75.5,,,,,7.9
185901,1859.044,,83.7,,,78.9,,,,,7.3
185902,1859.124,,87.6,,,82.6,,,,,7.6
185903,1859.206,,90.3,,,85.9,,,,,7.9
185904,1859.288,,85.7,,,87.9,,,,,9.0
185905,1859.373,,91.0,,,90.8,,,,,10.3
185906,1859.455,,87.1,,,93.2,,,,,13.8
185907,1859.540,,95.2,,,93.8,,,,,18.4
185908,1859.625,,106.8,,,93.8,,,,,17.2
185909,1859.707,,105.8,,,94.1,,,,,14.4
185910,1859.792,,114.6,,,93.9,,,,,12.5
185911,1859.874,,97.2,,,94.0,,,,,9.2
185912,1859.959,,81.0,,,95.5,,,,,6.3
186001,1860.044,,82.4,,,97.3,,,,,7.1
186002,1860.126,,88.3,,,98.0,,,,,3.9
186003,1860.208,,98.9,,,97.1,,,,,5.7
186004,1860.290,,71.4,,,95.5,,,,,5.9
186005,1860.375,,107.1,,,94.5,,,,,12.1
186006,1860.457,,108.6,,,95.2,,,,,11.4
186007,1860.542,,116.7,,,95.0,,,,,13.4
186008,1860.627,,100.3,,,93.7,,,,,13.3
186009,1860.709,,92.2,,,93.3,,,,,12.4
186010,1860.794,,90.1,,,94.5,,,,,11.7
186011,1860.876,,97.9,,,93.6,,,,,7.8
186012,1860.961,,95.6,,,90.6,,,,,5.7
186101,1861.046,,62.3,,,88.2,,,,,3.8
186102,1861.125,,77.7,,,85.8,,,,,6.5
186103,1861.207,,101.0,,,84.5,,,,,7.4
186104,1861.290,,98.5,,,83.1,,,,,7.9
186105,1861.374,,56.8,,,80.3,,,,,10.5
186106,1861.457,,88.1,,,77.8,,,,,12.9
186107,1861.541,,78.0,,,77.2,,,,,14.3
186108,1861.626,,82.5,,,76.7,,,,,15.7
186109,1861.708,,79.9,,,73.8,,,,,14.2
186110,1861.793,,67.2,,,69.5,,,,,14.2
186111,1861.875,,53.7,,,67.9,,,,,8.0
186112,1861.960,,80.5,,,68.1,,,,,7.4
186201,1862.045,,63.1,,,67.7,,,,,6.3
186202,1862.125,,64.5,,,66.7,,,,,6.3
186203,1862.207,,43.6,,,65.3,,,,,7.2
186204,1862.289,,53.7,,,63.7,,,,,8.7
186205,1862.374,,64.4,,,62.5,,,,,11.3
186206,1862.456,,84.0,,,60.8,,,,,12.3
186207,1862.541,,73.4,,,58.5,,,,,13.9
186208,1862.626,,62.5,,,57.5,,,,,14.8
186209,1862.708,,66.6,,,58.2,,,,,14.2
186210,1862.793,,41.9,,,58.6,,,,,12.6
186211,1862.875,,50.6,,,57.6,,,,,7.7
186212,1862.960,,40.9,,,55.3,,,,,8.6
186301,1863.044,,48.3,,,51.8,,,,,7.2
186302,1863.124,,56.7,,,49.5,,,,,7.2
186303,1863.206,,66.4,,,47.1,,,,,7.3
186304,1863.288,,40.6,,,45.1,,,,,8.8
186305,1863.373,,53.8,,,44.5,,,,,10.1
186306,1863.455,,40.8,,,44.0,,,,,12.3
186307,1863.540,,32.7,,,44.4,,,,,15.1
186308,1863.625,,48.1,,,44.4,,,,,15.7
186309,1863.707,,22.0,,,44.0,,,,,12.6
186310,1863.792,,39.9,,,43.8,,,,,11.8
186311,1863.874,,37.7,,,43.0,,,,,9.2
186312,1863.959,,41.2,,,43.2,,,,,8.7
186401,1864.044,,57.7,,,44.8,,,,,5.4
186402,1864.126,,47.1,,,46.0,,,,,4.1
186403,1864.208,,66.3,,,46.6,,,,,7.1
186404,1864.290,,35.8,,,46.6,,,,,9.1
186405,1864.375,,40.6,,,47.2,,,,,11.8
186406,1864.457,,57.8,,,47.5,,,,,12.4
186407,1864.542,,54.7,,,46.6,,,,,15.1
186408,1864.627,,54.8,,,45.9,,,,,14.8
186409,1864.709,,28.5,,,44.4,,,,,14.3
186410,1864.794,,33.9,,,43.0,,,,,11.8
186411,1864.876,,57.6,,,42.5,,,,,8.6
186412,1864.961,,28.6,,,41.3,,,,,6.1
186501,1865.046,,48.7,,,39.1,,,,,5.4
186502,1865.125,,39.3,,,37.2,,,,,4.9
186503,1865.207,,39.5,,,36.2,,,,,3.9
186504,1865.290,,29.4,,,35.2,,,,,9.9
186505,1865.374,,34.5,,,33.2,,,,,11.4
186506,1865.457,,33.6,,,31.1,,,,,14.1
186507,1865.541,,26.8,,,29.8,,,,,16.1
186508,1865.626,,37.8,,,29.0,,,,,15.2
186509,1865.708,,21.6,,,28.4,,,,,17.1
186510,1865.793,,17.1,,,27.2,,,,,13.6
186511,1865.875,,24.6,,,25.9,,,,,9.7
186512,1865.960,,12.8,,,24.2,,,,,7.7
186601,1866.045,,31.6,,,22.8,,,,,7.9
186602,1866.125,,38.4,,,21.0,,,,,7.0
186603,1866.207,,24.6,,,19.4,,,,,5.7
186604,1866.289,,17.6,,,18.7,,,,,8.7
186605,1866.374,,12.9,,,17.9,,,,,9.9
186606,1866.456,,16.5,,,16.8,,,,,13.9
186607,1866.541,,9.3,,,15.0,,,,,14.7
186608,1866.626,,12.7,,,12.1,,,,,14.7
186609,1866.708,,7.3,,,9.9,,,,,13.2
186610,1866.793,,14.1,,,8.7,,,,,12.7
186611,1866.875,,9.0,,,7.8,,,,,9.6
186612,1866.960,,1.5,,,6.7,,,,,8.9
186701,1867.044,,0.0,,,5.9,,,,,4.5
186702,1867.124,,0.7,,,5.4,,,,,8.1
186703,1867.206,,9.2,,,5.2,,,,,5.2
186704,1867.288,,5.1,,,5.3,,,,,8.9
186705,1867.373,,2.9,,,5.3,,,,,11.4
186706,1867.455,,1.5,,,6.3,,,,,13.2
186707,1867.540,,5.0,,,7.9,,,,,14.6
186708,1867.625,,4.8,,,9.2,,,,,15.9
186709,1867.707,,9.8,,,10.5,,,,,14.6
186710,1867.792,,13.5,,,12.6,,,,,11.3
186711,1867.874,,9.6,,,14.9,,,,,8.1
186712,1867.959,,25.2,,,17.1,,,,,6.3
186801,1868.044,,15.6,,,19.3,,,,,5.0
186802,1868.126,,15.7,,,21.6,,,,,6.8
186803,1868.208,,26.5,,,24.4,,,,,7.2
186804,1868.290,,36.6,,,27.9,,,,,8.4
186805,1868.375,,26.7,,,32.0,,,,,12.3
186806,1868.457,,31.1,,,35.8,,,,,13.8
186807,1868.542,,29.0,,,39.5,,,,,17.0
186808,1868.627,,34.4,,,43.2,,,,,15.1
186809,1868.709,,47.2,,,46.1,,,,,15.8
186810,1868.794,,61.6,,,47.4,,,,,11.5
186811,1868.876,,59.1,,,50.8,,,,,7.8
186812,1868.961,,67.6,,,57.3,,,,,9.9
186901,1869.046,,60.9,,,61.7,,,,,7.2
186902,1869.125,,59.9,,,64.9,,,,,8.6
186903,1869.207,,52.7,,,68.2,,,,,4.8
186904,1869.290,,41.0,,,69.4,,,,,9.1
186905,1869.374,,103.9,,,70.1,,,,,9.6
186906,1869.457,,108.4,,,72.5,,,,,12.1
186907,1869.541,,59.2,,,74.7,,,,,16.1
186908,1869.626,,79.6,,,77.6,,,,,15.4
186909,1869.708,,80.6,,,84.3,,,,,14.8
186910,1869.793,,59.3,,,93.6,,,,,11.7
186911,1869.875,,78.1,,,101.6,,,,,9.1
186912,1869.960,,104.3,,,105.7,,,,,5.9
187001,1870.045,,77.3,,,109.9,,,,,6.0
187002,1870.125,,114.9,,,116.1,,,,,4.0
187003,1870.207,,157.6,,,121.5,,,,,4.9
187004,1870.289,,160.0,,,127.4,,,,,8.5
187005,1870.374,,176.0,,,133.9,,,,,10.7
187006,1870.456,,135.6,,,137.9,,,,,13.7
187007,1870.541,,132.4,,,139.4,,,,,15.5
187008,1870.626,,153.8,,,140.3,,,,,15.3
187009,1870.708,,136.0,,,140.1,,,,,14.7
187010,1870.793,,146.4,,,139.6,,,,,12.6
187011,1870.875,,147.5,,,138.5,,,,,8.1
187012,1870.960,,130.0,,,135.4,,,,,3.6
187101,1871.044,,88.3,,,132.3,,,,,3.4
187102,1871.124,,125.3,,,129.3,,,,,7.1
187103,1871.206,,143.2,,,125.1,,,,,7.4
187104,1871.288,,162.4,,,120.4,,,,,8.8
187105,1871.373,,145.5,,,116.3,,,,,10.3
187106,1871.455,,91.7,,,112.9,,,,,11.7
187107,1871.540,,103.0,,,110.9,,,,,14.7
187108,1871.625,,110.1,,,110.3,,,,,16.4
187109,1871.707,,80.3,,,107.8,,,,,14.3
187110,1871.792,,89.0,,,103.0,,,,,12.2
187111,1871.874,,105.4,,,98.9,,,,,6.5
187112,1871.959,,90.4,,,98.1,,,,,5.9
187201,1872.044,,79.5,,,98.9,,,,,7.1
187202,1872.126,,120.1,,,98.3,,,,,7.9
187203,1872.208,,88.4,,,99.0,,,,,7.6
187204,1872.290,,102.1,,,101.0,,,,,8.4
187205,1872.375,,107.6,,,101.9,,,,,9.2
187206,1872.457,,109.9,,,101.9,,,,,12.6
187207,1872.542,,105.5,,,101.9,,,,,15.8
187208,1872.627,,92.9,,,101.6,,,,,15.4
187209,1872.709,,114.6,,,101.5,,,,,14.3
187210,1872.794,,102.6,,,100.8,,,,,10.6
187211,1872.876,,112.0,,,97.3,,,,,9.2
187212,1872.961,,83.9,,,92.1,,,,,8.3
187301,1873.046,,86.7,,,87.8,,,,,6.9
187302,1873.125,,107.0,,,85.1,,,,,4.3
187303,1873.207,,98.3,,,81.3,,,,,6.7
187304,1873.290,,76.2,,,76.2,,,,,7.6
187305,1873.374,,47.9,,,71.5,,,,,10.1
187306,1873.457,,44.8,,,67.7,,,,,12.8
187307,1873.541,,66.9,,,65.2,,,,,15.7
187308,1873.626,,68.2,,,62.3,,,,,15.4
187309,1873.708,,47.1,,,58.3,,,,,13.3
187310,1873.793,,47.1,,,54.3,,,,,11.4
187311,1873.875,,55.4,,,52.4,,,,,9.2
187312,1873.960,,49.2,,,52.0,,,,,7.6
187401,1874.045,,60.8,,,51.7,,,,,7.9
187402,1874.125,,64.2,,,51.5,,,,,6.6
187403,1874.207,,46.4,,,50.4,,,,,6.2
187404,1874.289,,32.0,,,49.0,,,,,9.8
187405,1874.374,,44.6,,,47.4,,,,,10.2
187406,1874.456,,38.2,,,45.5,,,,,12.9
187407,1874.541,,67.8,,,42.7,,,,,15.7
187408,1874.626,,61.3,,,39.0,,,,,14.8
187409,1874.708,,28.0,,,36.7,,,,,14.7
187410,1874.793,,34.3,,,36.1,,,,,12.3
187411,1874.875,,28.9,,,34.6,,,,,9.3
187412,1874.960,,29.3,,,32.6,,,,,4.9
187501,1875.044,,14.6,,,29.7,,,,,8.2
187502,1875.124,,21.5,,,25.4,,,,,4.4
187503,1875.206,,33.8,,,22.4,,,,,5.8
187504,1875.288,,29.1,,,20.5,,,,,7.8
187505,1875.373,,11.5,,,19.1,,,,,11.6
187506,1875.455,,23.9,,,17.8,,,,,12.5
187507,1875.540,,12.5,,,17.0,,,,,13.6
187508,1875.625,,14.6,,,16.7,,,,,15.6
187509,1875.707,,2.4,,,16.3,,,,,16.1
187510,1875.792,,12.7,,,15.1,,,,,11.4
187511,1875.874,,17.7,,,13.7,,,,,8.5
187512,1875.959,,9.9,,,12.5,,,,,5.8
187601,1876.044,,14.3,,,11.7,,,,,5.2
187602,1876.126,,15.0,,,11.5,,,,,6.4
187603,1876.208,,30.6,,,11.6,,,,,5.8
187604,1876.290,,2.3,,,12.0,,,,,8.1
187605,1876.375,,5.1,,,11.7,,,,,9.1
187606,1876.457,,1.6,,,11.3,,,,,12.5
187607,1876.542,,15.2,,,11.7,,,,,16.4
187608,1876.627,,8.8,,,11.8,,,,,15.9
187609,1876.709,,9.9,,,10.8,,,,,13.8
187610,1876.794,,14.3,,,10.6,,,,,12.9
187611,1876.876,,9.9,,,11.8,,,,,9.3
187612,1876.961,,8.2,,,13.1,,,,,9.2
187701,1877.046,,24.4,,,13.2,,,,,8.5
187702,1877.125,,8.7,,,12.7,,,,,8.1
187703,1877.207,,11.9,,,12.9,,,,,6.2
187704,1877.290,,15.8,,,12.9,,,,,7.8
187705,1877.374,,21.6,,,12.7,,,,,9.1
187706,1877.457,,14.2,,,12.7,,,,,13.8
187707,1877.541,,6.0,,,11.5,,,,,14.4
187708,1877.626,,6.3,,,10.6,,,,,15.5
187709,1877.708,,16.9,,,10.3,,,,,13.3
187710,1877.793,,6.7,,,9.5,,,,,12.1
187711,1877.875,,14.2,,,8.2,,,,,9.9
187712,1877.960,,2.2,,,7.2,,,,,7.9
187801,1878.045,,3.3,,,6.6,,,,,6.9
187802,1878.125,,6.6,,,6.1,,,,,6.8
187803,1878.207,,7.8,,,5.4,,,,,6.7
187804,1878.289,,0.1,,,4.7,,,,,8.7
187805,1878.374,,5.9,,,4.0,,,,,11.2
187806,1878.456,,6.4,,,3.5,,,,,14.2
187807,1878.541,,0.1,,,3.3,,,,,15.7
187808,1878.626,,0.0,,,3.0,,,,,15.7
187809,1878.708,,5.3,,,2.4,,,,,14.3
187810,1878.793,,1.1,,,2.3,,,,,12.3
187811,1878.875,,4.1,,,2.5,,,,,6.7
187812,1878.960,,0.5,,,2.2,,,,,4.8
187901,1879.044,,1.0,,,2.5,,,,,3.5
187902,1879.124,,0.6,,,3.2,,,,,5.4
187903,1879.206,,0.0,,,3.7,,,,,5.8
187904,1879.288,,6.2,,,4.2,,,,,6.8
187905,1879.373,,2.4,,,5.1,,,,,8.2
187906,1879.455,,4.8,,,5.7,,,,,11.6
187907,1879.540,,7.5,,,7.0,,,,,12.8
187908,1879.625,,10.7,,,9.0,,,,,14.7
187909,1879.707,,6.1,,,10.9,,,,,13.0
187910,1879.792,,12.3,,,12.3,,,,,11.7
187911,1879.874,,13.1,,,13.7,,,,,6.5
187912,1879.959,,7.3,,,15.8,,,,,3.8
188001,1880.044,,24.0,,,17.7,,,,,3.3
188002,1880.126,,27.2,,,19.8,,,,,7.2
188003,1880.208,,19.3,,,23.9,,,,,8.7
188004,1880.290,,19.5,,,27.6,,,,,8.6
188005,1880.375,,23.5,,,29.6,,,,,11.2
188006,1880.457,,34.1,,,31.3,,,,,12.4
188007,1880.542,,21.9,,,32.8,,,,,15.8
188008,1880.627,,48.1,,,34.4,,,,,16.3
188009,1880.709,,66.0,,,36.8,,,,,15.3
188010,1880.794,,43.0,,,39.5,,,,,11.0
188011,1880.876,,30.7,,,41.6,,,,,8.7
188012,1880.961,,29.6,,,43.6,,,,,9.4
188101,1881.046,,36.4,,,47.0,,,,,3.6
188102,1881.125,,53.2,,,49.7,,,,,6.1
188103,1881.207,,51.5,,,49.6,,,,,7.7
188104,1881.290,,51.6,,,49.9,,,,,7.5
188105,1881.374,,43.5,,,51.8,,,,,10.7
188106,1881.457,,60.5,,,53.6,,,,,12.7
188107,1881.541,,76.9,,,54.7,,,,,15.9
188108,1881.626,,58.4,,,55.7,,,,,15.1
188109,1881.708,,53.2,,,57.0,,,,,13.8
188110,1881.793,,64.4,,,59.5,,,,,10.1
188111,1881.875,,54.8,,,62.2,,,,,10.6
188112,1881.960,,47.3,,,62.4,,,,,6.5
188201,1882.045,,45.0,,,60.5,,,,,6
188202,1882.125,,69.5,,,58.4,,,,,6.4
188203,1882.207,,66.8,,,57.8,,,,,8.1
188204,1882.289,,95.8,,,57.8,,,,,9.1
188205,1882.374,,64.1,,,58.8,,,,,11.8
188206,1882.456,,45.2,,,59.8,,,,,13
188207,1882.541,,45.4,,,60.3,,,,,14.4
188208,1882.626,,40.4,,,60.0,,,,,15.3
188209,1882.708,,57.7,,,58.0,,,,,13.3
188210,1882.793,,59.2,,,56.5,,,,,11.8
188211,1882.875,,84.4,,,54.5,,,,,8.8
188212,1882.960,,41.8,,,54.5,,,,,6.9
188301,1883.044,,60.6,,,57.2,,,,,6.6
188302,1883.124,,46.9,,,58.9,,,,,6.9
188303,1883.206,,42.8,,,58.9,,,,,3.7
188304,1883.288,,82.1,,,59.8,,,,,8
188305,1883.373,,31.5,,,60.8,,,,,10.2
188306,1883.455,,76.3,,,62.2,,,,,13.2
188307,1883.540,,80.6,,,64.9,,,,,14.4
188308,1883.625,,46.0,,,67.9,,,,,15.5
188309,1883.707,,52.6,,,71.4,,,,,14.2
188310,1883.792,,83.8,,,73.0,,,,,11.3
188311,1883.874,,84.5,,,74.2,,,,,8.8
188312,1883.959,,75.9,,,74.6,,,,,6.8
188401,1884.044,,91.5,,,72.4,,,,,7.5
188402,1884.126,,86.9,,,71.7,,,,,6.6
188403,1884.208,,87.5,,,72.5,,,,,7.4
188404,1884.290,,76.1,,,71.4,,,,,7.4
188405,1884.375,,66.5,,,67.9,,,,,11.6
188406,1884.457,,51.2,,,64.7,,,,,12.8
188407,1884.542,,53.1,,,61.5,,,,,15.5
188408,1884.627,,55.8,,,58.8,,,,,17.2
188409,1884.709,,61.9,,,56.6,,,,,15.4
188410,1884.794,,47.8,,,54.2,,,,,11.2
188411,1884.876,,36.6,,,53.6,,,,,8
188412,1884.961,,47.2,,,55.2,,,,,7.2
188501,1885.046,,42.8,,,57.1,,,,,4.6
188502,1885.125,,71.8,,,57.4,,,,,7.3
188503,1885.207,,49.8,,,56.2,,,,,5.8
188504,1885.290,,55.0,,,54.9,,,,,7.4
188505,1885.374,,73.0,,,54.3,,,,,9
188506,1885.457,,83.7,,,53.0,,,,,13.4
188507,1885.541,,66.5,,,51.4,,,,,14.7
188508,1885.626,,50.0,,,49.0,,,,,14.6
188509,1885.708,,39.6,,,47.4,,,,,14.1
188510,1885.793,,38.7,,,47.2,,,,,9.5
188511,1885.875,,30.9,,,45.0,,,,,8.7
188512,1885.960,,21.7,,,40.9,,,,,6.6
188601,1886.045,,29.9,,,37.0,,,,,4.8
188602,1886.125,,25.9,,,34.1,,,,,4.3
188603,1886.207,,57.3,,,32.0,,,,,5.7
188604,1886.289,,43.7,,,30.0,,,,,8.6
188605,1886.374,,30.7,,,27.4,,,,,11
188606,1886.456,,27.1,,,25.8,,,,,12.9
188607,1886.541,,30.3,,,24.6,,,,,15.7
188608,1886.626,,16.9,,,23.3,,,,,15.6
188609,1886.708,,21.4,,,20.5,,,,,15.7
188610,1886.793,,8.6,,,16.8,,,,,13.1
188611,1886.875,,0.3,,,14.8,,,,,9.1
188612,1886.960,,13.0,,,13.9,,,,,6.4
188701,1887.044,,10.3,,,13.1,,,,,4.8
188702,1887.124,,13.2,,,13.0,,,,,5.3
188703,1887.206,,4.2,,,12.6,,,,,5.1
188704,1887.288,,6.9,,,11.9,,,,,6.7
188705,1887.373,,20.0,,,12.1,,,,,9.4
